safe_idx,rounds,click_predictions_mean,click_predictions_std,click,opt_prices,payprice,slotprice,payprice_predictions_mean,payprice_predictions_std
5830,4,0.0,1.0,0,140.91409140542422,148,148,147.99999999934195,2.6726095624933452e-06
5845,4,0.0,0.9999999703207482,0,39.46742818089077,50,50,49.999999999907246,1.796038139363525e-06
5850,4,0.0,0.9999999999888444,0,60.38278414762198,70,70,69.99999999927473,4.082469476110065e-06
5851,4,1.0,0.9971692035418532,1,14.60976488899469,21,0,24.77365139313042,0.9873100633886902
5860,4,0.0,0.999999999988046,1,8.810931468738309,70,70,18.652956398881226,0.9869412950741943
5867,4,0.0,0.9999999999908556,0,60.37200220390207,70,70,69.9999999994839,4.082483073531701e-06
5868,4,0.0,0.9999999999874342,0,60.377374594854984,70,70,69.99999999991351,1.8898350319317996e-06
5879,4,0.0,0.9999999999170897,0,54.383156999725635,64,0,63.99999999682413,7.07106025393053e-06
5885,4,0.0,0.9999999999874369,0,60.37803388297343,70,70,69.99999999977884,2.672630332805742e-06
5896,4,0.0,0.9999999999897283,1,18.138585847817946,70,70,31.337380755035028,0.9499153314881555
5898,4,0.0,0.9999999712154926,0,39.48955582682032,50,50,49.99999999909336,4.472136140012669e-06
5902,4,0.0,0.9999999999998805,0,70.00569435948765,80,80,79.99999999803057,5.000000206850923e-06
5904,4,0.0,0.9999999999998829,0,70.00568740372192,80,80,79.99999999917004,4.082483073531701e-06
5911,4,0.0,0.9999999999874342,0,60.37737459317834,70,70,69.99999999991351,1.8898350319317996e-06
5919,4,0.0,0.9999999999876474,0,60.379061575979186,70,70,69.99999999988516,2.132011985759066e-06
5920,4,0.0,0.9999999999874342,0,60.37737459319155,70,70,69.99999999991351,1.8898350319317996e-06
5925,4,0.0,1.0,1,170.6513111492881,221,39,220.99999998894998,7.071068104396856e-06
5930,4,1.0,0.9973851367740616,1,2.8326097630139995e-06,20,20,1.7196139703313977,0.9966161957472865
5937,4,0.0,0.9999999999998833,0,70.00568778834666,80,80,79.99999999846601,5.77350293074713e-06
5942,4,1.0,0.98500546946867,1,4.885624799265533e-06,15,5,2.582334183225612,0.9998322532037498
5950,4,0.0,0.9999999999874342,0,60.37737459311522,70,70,69.99999999991351,1.8898350319317996e-06
5952,4,0.0,0.9999999999998491,1,20.044291036704692,80,80,33.00013910206807,0.963920492757651
5956,4,0.0,0.999999999989634,0,60.37905744501203,70,70,69.99999999973701,2.5819890042889686e-06
5959,4,0.0,0.9999999999873945,0,60.377328662154554,70,70,69.99999999996768,1.162529349253688e-06
5962,4,0.0,0.9999999999908973,0,60.37175132664385,70,70,69.99999999717507,7.071068104396856e-06
5965,4,0.0,0.9999999999874342,0,60.377374593152076,70,70,69.99999999991351,1.8898350319317996e-06
5969,4,0.0,0.9999999999874342,0,60.37737459479452,70,70,69.99999999991351,1.8898350319317996e-06
5973,4,0.0,1.0,0,140.91409140550562,148,148,147.99999999934195,2.6726095624933452e-06
5994,4,0.0,0.9999999999873945,0,60.37732866375982,70,70,69.99999999996768,1.162529349253688e-06
5995,4,0.0,0.9999999999873945,0,60.377328663749715,70,70,69.99999999996768,1.162529349253688e-06
6000,4,0.0,0.9999999999876863,0,60.37910456155622,70,70,69.99999999962174,4.472136140012669e-06
6001,4,0.0,1.0,1,2.9227788641916788,198,5,13.808599114319804,0.9937738617869234
6004,4,0.0,0.9999999999998522,0,70.00574280934812,80,80,79.99999999900432,3.535534052198428e-06
6025,4,0.0,0.9999999999876606,0,60.37894830848532,70,70,70.00000000025187,5.77350293074713e-06
6,5,0.0,0.999999999999708,1,1.7290454459264364e-10,88,0,0.0,1.0
10,5,0.0,0.999999999625767,0,32.2770589412877,70,70,69.99999999982501,1.581138895496195e-06
11,5,0.0,0.9999997187434138,1,1.707388391203795e-10,51,0,0.0,1.0
12,5,0.0,0.9999999996248592,0,32.27706104286797,70,70,69.99999999992392,1.0427086879926799e-06
13,5,0.0,0.9999999996250387,0,32.27692748793327,70,70,69.99999999972,1.9999778781575345e-06
15,5,0.0,1.0,1,1.708635774544693e-10,210,5,0.0,1.0
18,5,1.0,0.9715162066534261,0,1.4672812527898526e-10,16,0,0.0,1.0
24,5,0.0,0.9999997504755951,1,1.707679729696599e-10,51,0,0.0,1.0
25,5,0.0,0.9999999996857917,0,32.27645305372025,70,70,69.99999999958823,2.4253671214218124e-06
27,5,0.0,0.9999999996326437,0,32.27632931209047,70,70,69.99999999975,1.8898350319317996e-06
28,5,0.0,0.9999934573532628,1,18.066839465468025,42,0,41.999999995799996,1.0000000413701846e-05
49,5,0.0,1.0,1,32.26322577175734,160,70,159.999999992,7.071068104396856e-06
50,5,0.0,1.0,1,32.263225806012784,140,140,139.99999999300002,7.071068104396856e-06
54,5,0.0,0.9999996922078331,0,0.7502199984337049,50,50,49.999999994999996,1.0000000413701846e-05
61,5,0.0,0.9999999996250387,0,32.27692748780912,70,70,69.99999999972,1.9999778781575345e-06
66,5,0.0,0.9999885634333345,1,1.7022201972350453e-10,40,5,0.0,1.0
70,5,0.0,0.9999999996250387,0,32.27692748780341,70,70,69.99999999972,1.9999778781575345e-06
73,5,0.0,0.9999999996686914,1,32.27686255363718,70,70,69.99999999299999,1.0000000413701846e-05
74,5,0.0,0.9999999996250387,0,32.27692748779408,70,70,69.99999999972,1.9999778781575345e-06
75,5,0.0,0.9999996890011317,0,0.7375851308946667,50,50,49.99999999986112,1.6666667356169743e-06
83,5,0.0,0.9999999996264094,0,32.27676011266108,70,70,69.99999999965002,2.2360928952090336e-06
85,5,0.0,0.9999999999930733,1,1.7082925169247754e-10,80,80,0.0,1.0
96,5,0.0,0.9999999997145391,0,32.282440109784275,70,70,69.99999999922223,3.3333334712339487e-06
98,5,0.0,0.9999999996346108,0,32.2763827444429,70,70,69.99999999650001,7.071068104396856e-06
100,5,0.0,0.9999999996320549,1,1.7084324691413968e-10,70,70,0.0,1.0
105,5,0.0,1.0,1,32.2632257711451,268,0,267.99999997320003,1.0000000413701846e-05
113,5,0.0,0.9999999999938877,1,1.7084189819699578e-10,80,80,0.0,1.0
120,5,0.0,1.0,1,1.708369330408508e-10,193,0,0.0,1.0
122,5,0.0,0.9999999996248592,0,32.27706104299796,70,70,69.99999999992392,1.0427086879926799e-06
125,5,0.0,0.9999996890011317,0,0.7375851308944827,50,50,49.99999999986112,1.6666667356169743e-06
136,5,0.0,0.9999999996687988,1,1.708489851706843e-10,70,70,0.0,1.0
139,5,0.0,0.9999999996250387,0,32.276927487785365,70,70,69.99999999972,1.9999778781575345e-06
142,5,0.0,0.999999999999979,1,32.26335829292921,95,5,94.99999999049999,1.0000000413701846e-05
144,5,0.0,0.9999999996370675,1,32.27738098941751,70,70,69.99999999299999,1.0000000413701846e-05
152,5,0.0,1.0,1,1.7083849908170287e-10,151,0,0.0,1.0
154,5,0.0,0.9999997999475633,1,39.947648444122066,52,0,51.9999999948,1.0000000413701846e-05
155,5,0.0,0.9999999996264094,0,32.27676011266107,70,70,69.99999999965002,2.2360928952090336e-06
163,5,0.0,0.9999999996653777,0,32.276848328319595,70,70,69.99999999883335,4.082483073531701e-06
167,5,0.0,0.999999999625767,0,32.27705894129336,70,70,69.99999999982501,1.581138895496195e-06
171,5,0.0,1.0,1,32.26322577172829,160,70,159.999999992,7.071068104396856e-06
174,5,0.0,0.9999970435267467,1,18.396425051788015,44,5,43.99999999560001,1.0000000413701846e-05
181,5,0.0,0.9999999997115859,1,1.7083793670603164e-10,70,70,0.0,1.0
185,5,0.0,0.9999999999927653,1,1.7084472297137673e-10,80,80,0.0,1.0
191,5,1.0,0.972743243190763,1,6.921847414163183,16,0,15.9999999984,1.0000000413701846e-05
201,5,1.0,0.998639791023635,1,30.700298018119888,26,0,38.5,5.000000206850923e-06
203,5,0.0,0.9999999999938194,1,32.265695226004304,80,80,79.999999992,1.0000000413701846e-05
204,5,0.0,0.9999999996668187,0,32.274781534476006,70,70,69.99999999922223,3.3333334712339487e-06
207,5,0.0,1.0,1,1.7083896816202698e-10,122,0,0.0,1.0
210,5,0.0,0.9999999999999705,1,32.26338958211803,94,0,93.9999999953,7.071068104396856e-06
219,5,0.0,1.0,1,32.263225771144896,201,0,200.9999999799,1.0000000413701846e-05
221,5,0.0,1.0,1,1.7084023985460467e-10,162,162,0.0,1.0
224,5,1.0,0.9929638710915262,1,10.666040355819097,20,0,19.999999998,1.0000000413701846e-05
228,5,0.0,0.9999999999934119,1,32.26552749079612,80,80,79.999999992,1.0000000413701846e-05
229,5,0.0,0.9999999997153303,0,32.28265449655333,70,70,69.99999999766668,5.77350293074713e-06
235,5,1.0,0.9987221950925865,1,1.6114016543965157e-10,20,20,0.0,1.0
241,5,0.0,0.9999999996264094,0,32.276760112513244,70,70,69.99999999965002,2.2360928952090336e-06
249,5,0.0,0.9999996966844752,0,0.7540477346065704,50,50,49.99999999916667,4.082483073531701e-06
251,5,0.0,1.0,1,32.26322578182866,177,177,176.99999998229998,1.0000000413701846e-05
253,5,0.0,0.999999999999989,1,32.263371836533935,95,5,94.99999999049999,1.0000000413701846e-05
262,5,0.0,0.9999999927665729,1,32.339921648694215,61,0,60.999999996949995,7.071068104396856e-06
263,5,0.0,0.9999999999938194,0,32.26569522612862,80,80,79.99999999946667,2.5819890042889686e-06
269,5,0.0,0.9999999996289967,1,1.708359247059602e-10,70,70,0.0,1.0
270,5,0.0,0.9999999996250387,0,32.276927487803306,70,70,69.99999999972,1.9999778781575345e-06
286,5,0.0,0.9999954623172452,1,1.7045330908578138e-10,43,0,0.0,1.0
289,5,0.0,0.9999902573550955,1,13.045365211034202,39,5,38.99999999805,7.071068104396856e-06
294,5,0.0,0.9999999999938194,0,32.265695226004325,80,80,79.99999999946667,2.5819890042889686e-06
299,5,0.0,0.9999999996250387,0,32.27692748780331,70,70,69.99999999972,1.9999778781575345e-06
302,5,0.0,1.0,1,1.708365008909258e-10,154,5,0.0,1.0
308,5,0.0,0.9999996922078331,0,0.7502199985586657,50,50,49.999999994999996,1.0000000413701846e-05
313,5,0.0,0.9999996890011317,0,0.7375851308945737,50,50,49.99999999986112,1.6666667356169743e-06
314,5,0.0,1.0,1,32.263225791038074,171,162,170.99999998290002,1.0000000413701846e-05
316,5,0.0,0.9999996890011317,0,0.7375851308942419,50,50,49.99999999986112,1.6666667356169743e-06
322,5,0.0,0.9999999996857917,0,32.27645305372027,70,70,69.99999999958823,2.4253671214218124e-06
324,5,0.0,0.9999999999991298,1,1.7083087221472717e-10,85,5,0.0,1.0
325,5,0.0,0.9999996890011317,0,0.7375851308944478,50,50,49.99999999986112,1.6666667356169743e-06
326,5,1.0,0.9839923714607648,1,29.817332259615082,18,0,38.5,5.000000206850923e-06
330,5,0.0,0.9999999996470428,1,1.7083505731067173e-10,70,70,0.0,1.0
339,5,0.0,0.9999966173608925,1,1.7048614184521068e-10,44,5,0.0,1.0
341,5,0.0,0.9999997581560022,1,3.0806114586998192,50,50,49.999999994999996,1.0000000413701846e-05
349,5,1.0,0.9628526896626245,1,56.63546689988777,15,0,64.99999999350001,1.0000000413701846e-05
355,5,0.0,0.9999999996653777,0,32.276848328319865,70,70,69.99999999883335,4.082483073531701e-06
358,5,0.0,0.9999748400457685,1,26.11617965741513,38,5,37.9999999962,1.0000000413701846e-05
359,5,0.0,0.9999999996691316,1,32.27693250208294,70,70,69.99999999299999,1.0000000413701846e-05
361,5,0.0,0.9999999996248592,0,32.27706104286798,70,70,69.99999999992392,1.0427086879926799e-06
365,5,0.0,0.9999998174573898,1,22.14498069705257,50,5,49.999999994999996,1.0000000413701846e-05
368,5,1.0,0.9998764410169059,1,3.4285592826976606e-08,30,31,0.0,1.0
373,5,0.0,0.9999999996326437,0,32.27632931209032,70,70,69.99999999975,1.8898350319317996e-06
380,5,0.0,0.999999859115043,1,1.7077786595333667e-10,52,5,0.0,1.0
385,5,0.0,0.9999999981769421,0,32.29482073376543,64,0,63.99999999786667,5.77350293074713e-06
387,5,0.0,1.0,1,32.26322577127367,174,5,173.9999999913,7.071068104396856e-06
390,5,0.0,0.9999999996248592,0,32.27706104286814,70,70,69.99999999992392,1.0427086879926799e-06
399,5,0.0,1.0,1,1.7084062344125e-10,160,70,0.0,1.0
404,5,0.0,0.9999999996653777,0,32.27684832831985,70,70,69.99999999883335,4.082483073531701e-06
407,5,0.0,0.9999999996323652,1,1.7083856149393492e-10,70,70,0.0,1.0
412,5,0.0,0.9999999997145391,0,32.28244010977834,70,70,69.99999999922223,3.3333334712339487e-06
414,5,0.0,0.9999999999932877,1,1.7084579717397695e-10,80,80,0.0,1.0
423,5,0.0,0.9999999896476659,1,1.7082204917009134e-10,60,5,0.0,1.0
424,5,0.0,0.9999996966844752,0,0.7540477338919555,50,50,49.99999999916667,4.082483073531701e-06
429,5,0.0,1.0,1,32.26322581743747,151,0,150.9999999849,1.0000000413701846e-05
432,5,0.0,0.9999999999937174,0,32.26499715387475,80,80,79.9999999984,4.472136140012669e-06
433,5,0.0,0.9999997859688481,1,1.7070416455332044e-10,50,20,0.0,1.0
434,5,0.0,0.9999999999591458,1,1.7083116531080625e-10,75,5,0.0,1.0
435,5,0.0,0.9999996890011317,0,0.7375851308946869,50,50,49.99999999986112,1.6666667356169743e-06
436,5,0.0,0.9999999999926058,0,32.26559508014038,80,80,79.99999999933334,2.886751465373565e-06
444,5,0.0,0.9999999996248592,0,32.27706104286758,70,70,69.99999999992392,1.0427086879926799e-06
446,5,0.0,0.9999999996668187,0,32.2747815338771,70,70,69.99999999922223,3.3333334712339487e-06
448,5,0.0,0.999999999625767,0,32.27705894128227,70,70,69.99999999982501,1.581138895496195e-06
458,5,0.0,0.9999999996250387,0,32.27692748780302,70,70,69.99999999972,1.9999778781575345e-06
472,5,0.0,0.9999999996248592,0,32.27706104278228,70,70,69.99999999992392,1.0427086879926799e-06
474,5,0.0,1.0,1,1.7082581891844665e-10,241,5,0.0,1.0
475,5,0.0,0.9999999996340984,0,32.27648645690662,70,70,69.99999999299999,1.0000000413701846e-05
476,5,0.0,0.999999999999708,1,1.708453800732759e-10,88,0,0.0,1.0
477,5,0.0,0.9999999996248592,0,32.27706104286789,70,70,69.99999999992392,1.0427086879926799e-06
480,5,0.0,0.9999998381525311,1,1.7070432401246326e-10,50,50,0.0,1.0
483,5,0.0,0.9999999999995867,1,32.263685624921685,87,0,86.99999999565,7.071068104396856e-06
488,5,0.0,0.999999999683998,1,1.7082819456280048e-10,70,70,0.0,1.0
491,5,0.0,0.9999996890011317,0,0.7375851308086107,50,50,49.99999999986112,1.6666667356169743e-06
493,5,0.0,0.9999999996248592,0,32.277061042867786,70,70,69.99999999992392,1.0427086879926799e-06
494,5,0.0,1.0,1,32.26322577114463,280,280,279.99999997199996,1.0000000413701846e-05
496,5,0.0,0.9999999999857422,0,32.26572261258369,77,0,76.99999999846,4.472136140012669e-06
500,5,0.0,0.9999999996335442,0,32.276327457082395,70,70,69.99999999883335,4.082483073531701e-06
502,5,0.0,0.9999996890011317,0,0.7375851302966622,50,50,49.99999999986112,1.6666667356169743e-06
504,5,0.0,0.9999996966844752,0,0.7540477346046499,50,50,49.99999999916667,4.082483073531701e-06
505,5,0.0,0.9999999999993735,1,1.7084141519880275e-10,86,0,0.0,1.0
506,5,0.0,0.9999999996248592,0,32.27706104278237,70,70,69.99999999992392,1.0427086879926799e-06
508,5,0.0,0.9999999999938225,0,1.7082588802205245e-10,80,80,0.0,1.0
511,5,0.0,1.0,1,1.7084030855423487e-10,280,280,0.0,1.0
513,5,0.0,0.9999999996340984,0,32.27648645690955,70,70,69.99999999299999,1.0000000413701846e-05
515,5,0.0,0.9999999999930596,1,1.708385722544537e-10,80,80,0.0,1.0
517,5,0.0,0.9999996279175817,1,1.706945098644228e-10,50,5,0.0,1.0
520,5,0.0,0.9999999996248592,0,32.2770610428628,70,70,69.99999999992392,1.0427086879926799e-06
521,5,0.0,1.0,1,32.263225771145024,300,0,299.99999997,1.0000000413701846e-05
522,5,0.0,0.9999997420940182,1,1.7074855900168192e-10,51,0,0.0,1.0
532,5,0.0,0.9999999996248592,0,32.27706104286805,70,70,69.99999999992392,1.0427086879926799e-06
533,5,1.0,0.9887283895168759,1,1.391491820534895e-10,18,5,0.0,1.0
534,5,0.0,0.9999999996248592,0,32.277061042869946,70,70,69.99999999992392,1.0427086879926799e-06
535,5,0.0,0.9999999996248592,0,32.27706104286842,70,70,69.99999999992392,1.0427086879926799e-06
540,5,0.0,1.0,1,1.7084148622919453e-10,140,140,0.0,1.0
548,5,0.0,0.9999999996668187,0,32.27478153447035,70,70,69.99999999922223,3.3333334712339487e-06
550,5,0.0,0.9999999996269652,1,32.27690197603803,70,70,75.0,7.071068104396856e-06
556,5,0.0,0.9999967576214487,1,18.417374341944083,44,5,43.99999999560001,1.0000000413701846e-05
559,5,0.0,1.0,1,1.7083681100977094e-10,148,148,0.0,1.0
561,5,0.0,0.9999996890011317,0,0.7375851308944761,50,50,49.99999999986112,1.6666667356169743e-06
562,5,0.0,1.0,0,32.26322579449799,148,148,147.99999999917776,2.357046252733863e-06
563,5,0.0,0.9999932073232134,1,1.7025620619023583e-10,42,5,0.0,1.0
564,5,0.0,0.9999999996335442,0,32.27632745708354,70,70,69.99999999883335,4.082483073531701e-06
566,5,0.0,1.0,0,32.263225794490246,148,148,147.99999999917776,2.357046252733863e-06
568,5,1.0,0.9164488328945415,1,9.504869814464253e-11,10,5,0.0,1.0
569,5,0.0,0.9999999996668187,0,32.27478153439097,70,70,69.99999999922223,3.3333334712339487e-06
576,5,0.0,0.9999999996353323,1,1.7082437146594808e-10,70,70,0.0,1.0
586,5,0.0,0.9999999996248592,0,32.27706104286821,70,70,69.99999999992392,1.0427086879926799e-06
591,5,0.0,0.9999999996264094,0,32.27676011253374,70,70,69.99999999965002,2.2360928952090336e-06
594,5,0.0,0.9999999996326437,0,32.276329312090155,70,70,69.99999999975,1.8898350319317996e-06
599,5,0.0,0.9999999996264094,0,32.27676011253155,70,70,69.99999999965002,2.2360928952090336e-06
616,5,0.0,0.9999999996326437,0,32.276329312084705,70,70,69.99999999975,1.8898350319317996e-06
617,5,0.0,0.9999996947513261,1,0.7641103774138029,50,50,49.999999994999996,1.0000000413701846e-05
623,5,0.0,0.9999999996335442,0,32.27632745699685,70,70,69.99999999883335,4.082483073531701e-06
626,5,0.0,0.9999999999999964,1,1.7084054558867192e-10,100,50,0.0,1.0
628,5,0.0,0.999999999997693,1,1.7083558627640044e-10,80,80,0.0,1.0
630,5,1.0,0.9929449471134114,1,11.752267382991525,21,0,20.999999997899998,1.0000000413701846e-05
632,5,0.0,1.0,0,32.263225794495426,148,148,147.99999999917776,2.357046252733863e-06
634,5,0.0,0.9999999999940129,1,1.7082721651237014e-10,80,80,0.0,1.0
642,5,0.0,0.9999996890011317,0,0.7375851312702496,50,50,49.99999999986112,1.6666667356169743e-06
645,5,0.0,0.999999999625767,0,32.27705894128075,70,70,69.99999999982501,1.581138895496195e-06
647,5,0.0,0.9999965838660356,1,1.7044370223054282e-10,44,5,0.0,1.0
649,5,0.0,0.9999999996298545,1,32.27727382396759,70,70,69.99999999299999,1.0000000413701846e-05
650,5,0.0,0.9999999999931986,1,32.26554709736526,80,80,79.999999992,1.0000000413701846e-05
652,5,0.0,0.9999999999924993,1,32.265560341603255,80,80,79.999999996,7.071068104396856e-06
657,5,0.0,0.9999997190278805,1,1.514362316823373,50,50,49.999999994999996,1.0000000413701846e-05
663,5,0.0,0.9999999996687988,1,1.7082797406332466e-10,70,70,0.0,1.0
674,5,0.0,0.999999999625767,0,32.277058941282384,70,70,69.99999999982501,1.581138895496195e-06
678,5,0.0,0.999999999625767,0,32.27705894128155,70,70,69.99999999982501,1.581138895496195e-06
686,5,0.0,0.9999999996248592,0,32.27706104278287,70,70,69.99999999992392,1.0427086879926799e-06
696,5,0.0,0.9999999999940274,0,1.7084834608847485e-10,80,80,0.0,1.0
698,5,0.0,1.0,1,1.708317111384792e-10,148,148,0.0,1.0
705,5,0.0,0.9999999999938194,0,32.26569522600686,80,80,79.99999999946667,2.5819890042889686e-06
712,5,0.0,0.9999999996573354,0,32.2769955781411,70,70,69.99999999958823,2.425344233582414e-06
714,5,0.0,0.9999999996264094,0,32.27676011253069,70,70,69.99999999965002,2.2360928952090336e-06
716,5,0.0,0.9999999999973868,1,1.7083601991492192e-10,82,0,0.0,1.0
722,5,0.0,1.0,1,1.7083496532029647e-10,145,0,0.0,1.0
726,5,0.0,0.9999999996573354,0,32.27699557814805,70,70,69.99999999958823,2.425344233582414e-06
730,5,0.0,0.9999999996340984,0,32.276486456906504,70,70,69.99999999299999,1.0000000413701846e-05
733,5,0.0,0.9999999996346108,0,32.27638274446081,70,70,69.99999999650001,7.071068104396856e-06
735,5,0.0,0.9999999999999978,1,1.708314949397541e-10,101,0,0.0,1.0
737,5,0.0,1.0,0,32.2632257944966,148,148,147.99999999917776,2.357046252733863e-06
738,5,0.0,0.9999996890011317,0,0.7375851308919619,50,50,49.99999999986112,1.6666667356169743e-06
742,5,1.0,0.9917864714999893,1,9.88401795534901,19,5,18.9999999981,1.0000000413701846e-05
745,5,0.0,0.9999974913311583,1,1.7042677833993943e-10,43,20,0.0,1.0
746,5,0.0,0.9999996542191412,1,1.707856022019488e-10,50,50,0.0,1.0
749,5,0.0,0.9999999996294642,0,1.7083944397331944e-10,70,70,0.0,1.0
750,5,0.0,0.9999999999910861,1,32.26543558688295,80,70,79.999999996,7.071068104396856e-06
754,5,0.0,0.9999921636453788,1,17.19411360671506,40,31,39.999999998999996,5.000000206850923e-06
755,5,0.0,0.9999999996248592,0,32.27706104286967,70,70,69.99999999992392,1.0427086879926799e-06
758,5,0.0,0.9999999996248592,0,32.27706104286917,70,70,69.99999999992392,1.0427086879926799e-06
759,5,0.0,0.9999999996264094,0,32.27676011252464,70,70,69.99999999965002,2.2360928952090336e-06
760,5,0.0,1.0,0,32.263225794486665,148,148,147.99999999917776,2.357046252733863e-06
763,5,0.0,0.9999999996857917,0,32.27645305372638,70,70,69.99999999958823,2.4253671214218124e-06
764,5,0.0,0.9999999996857917,0,32.27645305371338,70,70,69.99999999958823,2.4253671214218124e-06
765,5,0.0,0.999999999625767,0,32.27705894127996,70,70,69.99999999982501,1.581138895496195e-06
766,5,0.0,1.0,1,1.7083484264597614e-10,201,0,0.0,1.0
1237,6,1.0,0.7058323120884908,1,7.142643726265846e-09,5,4,4.9999999995,1.0000000413701846e-05
1238,6,0.0,0.9999999983805051,1,45.85618173549075,70,70,69.99999999299999,1.0000000413701846e-05
1243,6,0.0,0.9999999999614754,1,53.25275537069211,80,80,79.999999996,7.071068104396856e-06
1244,6,0.0,0.9999919838499801,0,2.2789623291102465e-09,44,5,0.0,1.0
1245,6,0.0,0.9999999985078168,0,45.85250428357385,70,70,69.99999999922223,3.3333334712339487e-06
1255,6,0.0,0.9999999983736597,0,45.85065797209669,70,70,69.99999999978127,1.7677827269534259e-06
1268,6,0.0,0.9999999998570168,1,37.39696567335127,76,5,75.9999999924,1.0000000413701846e-05
1270,6,0.0,0.9999990306383612,1,23.92458280981952,50,50,49.999999994999996,1.0000000413701846e-05
1271,6,0.0,1.0,0,30.845281454507603,148,148,147.9999999993565,2.0851511717467963e-06
1277,6,0.0,0.9999999999999989,1,30.845317146837722,109,0,108.99999998909999,1.0000000413701846e-05
1279,6,0.0,1.0,1,30.845281426984947,162,162,161.99999998380002,1.0000000413701846e-05
1283,6,0.0,0.999999998342321,0,45.854577326835525,70,70,69.99999999985107,1.458678315014696e-06
1286,6,0.0,0.999999998342321,0,45.854577326834516,70,70,69.99999999985107,1.458678315014696e-06
1292,6,0.0,0.9999999999583107,0,53.252400903870324,80,80,79.9999999993846,2.7734980166601633e-06
1294,6,0.0,0.9999991135125738,0,25.170204051625067,50,50,49.99999999989362,1.458640258731278e-06
1295,6,0.0,0.9999993646736566,1,2.2815617167623782e-09,50,20,0.0,1.0
1296,6,0.0,0.9999999985941526,0,45.85003528622291,70,70,69.99999999966667,2.1821680904366096e-06
1297,6,0.0,0.9999999983462846,0,45.85298070543594,70,70,69.99999999974074,1.92450097691571e-06
1298,6,0.0,0.9999999983387993,0,45.85453216120651,70,70,69.9999999999358,9.579719996717828e-07
1300,6,0.0,0.999999999999973,1,30.84546130494431,100,0,99.99999998999999,1.0000000413701846e-05
1304,6,0.0,0.9999999984295996,1,45.85038736248148,70,70,69.99999999299999,1.0000000413701846e-05
1310,6,0.0,1.0,1,2.282808628075609e-09,293,0,0.0,1.0
1313,6,0.0,1.0,1,2.2827814772078086e-09,253,5,0.0,1.0
1314,6,0.0,0.9999999999644432,0,53.2516261709569,80,80,79.99999999839999,4.472136140012669e-06
1315,6,0.0,0.9999994921896295,1,31.871294476826815,52,5,101.0,7.071068104396856e-06
1323,6,0.0,0.9999999983387993,0,45.854532161203856,70,70,69.9999999999358,9.579719996717828e-07
1324,6,0.0,0.9999375281538132,1,2.277622729523924e-09,37,0,0.0,1.0
1325,6,0.0,0.9999991135125738,0,25.17020405168309,50,50,49.99999999989362,1.458640258731278e-06
1327,6,1.0,0.9976923426375189,0,29.29355890016774,26,0,38.5,7.071068104396856e-06
1329,6,0.0,0.9999992177843275,1,2.281954631632607e-09,51,0,0.0,1.0
1335,6,0.0,0.9999999985224549,1,45.85345947547537,70,70,69.99999999650001,7.071068104396856e-06
1336,6,0.0,1.0,1,2.2827879483160918e-09,286,0,0.0,1.0
1340,6,0.0,0.9999999983462846,0,45.85298070544841,70,70,69.99999999974074,1.92450097691571e-06
1342,6,0.0,0.9999999985078168,0,45.852504283575264,70,70,69.99999999922223,3.3333334712339487e-06
1344,6,0.0,0.9999991135125738,0,25.17020405162281,50,50,49.99999999989362,1.458640258731278e-06
1345,6,0.0,0.9999999983922848,1,45.85620927905163,70,70,69.99999999299999,1.0000000413701846e-05
1349,6,0.0,0.999999271854586,1,2.2820302409173905e-09,51,0,0.0,1.0
1355,6,0.0,0.9999999983387993,0,45.85453216120619,70,70,69.9999999999358,9.579719996717828e-07
1364,6,0.0,0.9999999994063253,1,2.2827557998654078e-09,72,5,0.0,1.0
1367,6,0.0,0.9999999999999936,1,2.2827833135194805e-09,102,5,0.0,1.0
1372,6,0.0,0.9999992731326973,1,2.2812454421841006e-09,50,50,0.0,1.0
1375,6,0.0,0.9999999983387993,0,45.85453216120621,70,70,69.9999999999358,9.579719996717828e-07
1381,6,0.0,0.9999999928284756,1,2.282753961241412e-09,64,0,0.0,1.0
1387,6,0.0,1.0,1,30.845281462336782,280,280,279.99999998600003,7.071068104396856e-06
1389,6,0.0,0.9999999999963469,1,49.30145951037034,86,50,85.99999999139999,1.0000000413701846e-05
1392,6,0.0,0.9999991135125738,0,25.170204051516077,50,50,49.99999999989362,1.458640258731278e-06
1393,6,1.0,0.9256394409962336,1,6.39684592578787e-08,13,0,0.0,1.0
1395,6,0.0,0.9999989729179712,1,24.015386525256105,50,50,49.999999994999996,1.0000000413701846e-05
1398,6,0.0,0.9999999983387993,0,45.85453216122075,70,70,69.9999999999358,9.579719996717828e-07
1405,6,0.0,0.9999989899517772,1,2.2821804104579533e-09,50,50,0.0,1.0
1412,6,0.0,1.0,0,30.84528153499781,148,148,147.9999999926,7.071068104396856e-06
1414,6,0.0,0.9999999983613025,1,2.282857214780934e-09,70,70,0.0,1.0
1415,6,0.0,0.9999999999652353,1,2.282704811918881e-09,80,80,0.0,1.0
1420,6,0.0,0.9999999983736597,0,45.850657972101,70,70,69.99999999978127,1.7677827269534259e-06
1422,6,0.0,0.9999999983387993,0,45.85453216120395,70,70,69.9999999999358,9.579719996717828e-07
1425,6,0.0,0.9999999985941526,0,45.85003528621692,70,70,69.99999999966667,2.1821680904366096e-06
1427,6,0.0,0.9999999986049026,1,45.85054303605968,70,70,69.99999999299999,1.0000000413701846e-05
